Time,latitude,longitude,Eastward Velocity,Northward Velocity,Potential Temperature,Sea Surface Height,Salinity,Mixed Layer Thickness,Bottom Temperature,Mean Sea Level Pressure,10m u-component of wind,10m v-component of wind,Snow Depth,Total Precipitation,Surface Runoff,Sub-surface Runoff,Snowmelt,Significant Wave Height,Mean Wave Period,Mean Wave Direction
2025-01-01 00:00:00,53.467,-3.111,0.030000001,0.120000005,6.8589993,3.19,30.832,12.799955,6.8449993,100310.98,5.281004,1.9235744,0.0,0.0028972256,5.3e-05,2.75e-05,0.0,1.4197855,5.8635416,252.72202
2025-01-01 01:00:00,53.467,-3.111,-0.043,0.09,6.8639994,2.312,30.793,11.899956,6.842999,100216.914,5.3384314,1.771574,0.0,0.0029208174,8.32e-05,2.75e-05,0.0,1.3247395,5.8393927,254.80586
2025-01-01 02:00:00,53.467,-3.111,-0.109000005,0.05,6.8589993,0.97200006,30.743,4.2999554,6.8319993,100109.29,5.274579,1.301897,0.0,0.0032953564,0.00016494225,4.71e-05,0.0,1.2490511,5.811858,256.6289
2025-01-01 03:00:00,53.467,-3.111,-0.158,-0.002,6.8509994,-0.453,30.678,7.6999555,6.8249993,99990.266,4.8756638,0.09058815,0.0,0.0034243474,0.00021459212,0.000113499744,0.0,1.1961889,5.76449,258.66968
2025-01-01 04:00:00,53.467,-3.111,-0.172,-0.022000002,6.8509994,-1.7270001,30.602,7.999955,6.822999,99876.016,4.266779,-1.41288,0.0,0.0032548795,0.0003168392,6.38e-05,0.0,1.1609101,5.721428,260.7952
2025-01-01 05:00:00,53.467,-3.111,-0.13900001,-0.034,6.842999,-2.7740002,30.636,6.999955,6.8249993,99841.42,5.7807274,-3.7650766,0.0,0.0026616787,0.000182773,9.88e-05,0.0,1.1709404,5.5887585,263.869
2025-01-01 06:00:00,53.467,-3.111,-0.054,-0.091000006,6.8379993,-3.315,30.691,6.499955,6.829999,99886.99,6.926263,-1.6091452,0.0,0.001997935,7.03e-05,9.22e-05,0.0,1.234921,5.444016,264.93112
2025-01-01 07:00:00,53.467,-3.111,0.08400001,-0.123,6.8309994,-2.88,30.7,4.2999554,6.828999,99921.16,8.139849,1.8239288,0.0,0.0009087466,1.83e-05,4.84e-05,0.0,1.3531761,5.3642883,262.09512
2025-01-01 08:00:00,53.467,-3.111,0.185,-0.063,6.8259993,-1.5350001,30.7,8.199955,6.8259993,99977.19,9.538251,2.6741626,0.0,0.00018204904,3.76e-06,2.75e-05,0.0,1.5506544,5.389081,259.3828
2025-01-01 09:00:00,53.467,-3.111,0.202,-0.024,6.8309994,0.37300003,30.709,10.099956,6.8319993,100040.2,9.600689,3.1081553,0.0,3.36e-05,3.29e-07,2.75e-05,0.0,1.7627902,5.520444,258.3049
2025-01-01 10:00:00,53.467,-3.111,0.16900001,0.063,6.842999,2.1560001,30.74,11.799955,6.8449993,100055.9,9.308544,2.9327726,0.0,6.13e-05,2.65e-07,2.75e-05,0.0,1.8941336,5.6855297,259.11603
2025-01-01 11:00:00,53.467,-3.111,0.11400001,0.10700001,6.856999,3.2370002,30.773,12.799955,6.859999,100105.805,9.6779995,1.2840977,0.0,6.53e-05,3.98e-07,2.76e-05,0.0,1.9788132,5.78957,262.025
2025-01-01 12:00:00,53.467,-3.111,0.040000003,0.113000005,6.866999,3.4110003,30.793,12.999955,6.868999,100158.42,9.802829,0.18350017,0.0,0.00016796496,3.03e-06,2.76e-05,0.0,2.0126104,5.851264,265.40387
2025-01-01 13:00:00,53.467,-3.111,-0.039,0.068,6.869999,2.726,30.794,12.299955,6.868999,100226.38,9.759084,-0.85237426,0.0,7.54e-05,8.72e-07,2.76e-05,0.0,1.9873409,5.885483,268.46246
2025-01-01 14:00:00,53.467,-3.111,-0.11000001,0.022000002,6.860999,1.465,30.79,11.099956,6.860999,100251.8,9.413322,-2.1817636,0.00027163606,8.41e-05,8.72e-07,2.77e-05,0.0,1.9474192,5.8849764,271.8541
2025-01-01 15:00:00,53.467,-3.111,-0.15900001,-0.012,6.849999,-0.064,30.784,9.599956,6.849999,100332.516,8.617768,-2.9829798,0.0009435164,0.00012472329,8.09e-07,2.77e-05,0.0,1.8717232,5.866908,275.2567
2025-01-01 16:00:00,53.467,-3.111,-0.17300001,-0.006,6.839999,-1.534,30.77,8.199955,6.843999,100441.69,6.2872934,-4.135371,0.0012752216,0.0005013998,9.35e-07,2.77e-05,0.0,1.7291517,5.894355,277.53827
2025-01-01 17:00:00,53.467,-3.111,-0.16100001,0.008,6.826999,-2.8330002,30.77,6.999955,6.8379993,100556.516,3.1477118,-4.271181,0.0013787339,0.00053853524,4.04e-07,2.77e-05,0.0,1.5645695,5.9393444,278.75085
2025-01-01 18:00:00,53.467,-3.111,-0.109000005,-0.030000001,6.815999,-3.7430003,30.783,6.0999556,6.8319993,100683.63,0.8288227,-4.2766743,0.0013736119,0.0002605255,4.68e-07,2.78e-05,0.0,1.4152031,5.932685,279.84723
2025-01-01 19:00:00,53.467,-3.111,0.024,-0.125,6.799999,-3.8430002,30.779,5.999955,6.822999,100835.234,-0.60347855,-4.375724,0.0013207293,5.46e-05,1.06e-06,2.79e-05,1.68e-05,1.2812572,5.890071,280.94562
2025-01-01 20:00:00,53.467,-3.111,0.155,-0.11800001,6.775999,-2.924,30.74,6.8999553,6.796999,100945.23,-1.1393023,-4.3941956,0.0013804105,1.1e-05,4.34e-07,2.79e-05,6.08e-06,1.1614685,5.8216314,282.20935
2025-01-01 21:00:00,53.467,-3.111,0.21300001,-0.085,6.761999,-1.1620001,30.719,8.599956,6.777999,101076.97,-0.9512259,-4.6287136,0.0013809414,1.46e-06,1.64e-07,2.79e-05,4.86e-06,1.0603919,5.7040615,284.28613
2025-01-01 22:00:00,53.467,-3.111,0.192,-0.037,6.7599993,0.93700004,30.733,10.599956,6.777999,101186.07,-0.77130216,-5.245632,0.0013513744,1.08e-06,0.0,2.8e-05,2.13e-07,0.9849966,5.4938507,288.84155
2025-01-01 23:00:00,53.467,-3.111,0.13800001,0.058000002,6.760999,2.5070002,30.762,12.099956,6.7859993,101292.75,-0.5423516,-4.702238,0.001349309,1.26e-07,6.32e-08,2.8e-05,3.83e-06,0.91447324,5.323806,293.11047
2025-01-02 00:00:00,53.467,-3.111,0.059000004,0.074,6.754999,3.081,30.783,12.699956,6.7929993,101344.32,-0.3331133,-4.325672,7.58e-07,6.32e-08,0.0,2.8e-05,0.0,0.84438604,5.2059116,296.5083
2025-01-02 01:00:00,53.467,-3.111,-0.026,0.060000002,6.730999,2.7170002,30.786,12.299955,6.7929993,101438.99,-0.09320915,-4.105048,8.84e-07,0.0,0.0,2.81e-05,0.0,0.77829015,5.1179037,299.32922
2025-01-02 02:00:00,53.467,-3.111,-0.104,0.036000002,6.710999,1.6100001,30.783,11.299955,6.775999,101471.19,0.03813804,-3.95191,4.44e-05,0.0,0.0,2.81e-05,0.0,0.7182533,5.0404263,301.8507
2025-01-02 03:00:00,53.467,-3.111,-0.16000001,-0.006,6.698999,0.17500001,30.778,9.899956,6.737999,101567.69,-0.072526515,-3.6745338,7.57e-05,0.0,0.0,2.83e-05,0.0,0.666412,4.9543705,304.42603
2025-01-02 04:00:00,53.467,-3.111,-0.177,-0.037,6.674999,-1.223,30.771,8.499955,6.7069993,101625.734,-0.09474915,-3.6230192,9.36e-05,0.0,0.0,2.83e-05,0.0,0.62001383,4.870083,306.91113
2025-01-02 05:00:00,53.467,-3.111,-0.16700001,-0.016,6.649999,-2.4280002,30.766,7.2999554,6.681999,101684.81,0.010515783,-3.48709,0.00010371279,0.0,0.0,2.83e-05,0.0,0.57825977,4.791828,309.13513
2025-01-02 06:00:00,53.467,-3.111,-0.13100001,-0.015000001,6.626999,-3.42,30.776001,6.3999553,6.6609993,101766.22,0.39102888,-3.4770126,0.000115163435,0.0,0.0,2.84e-05,0.0,0.5407356,4.719406,311.05933
2025-01-02 07:00:00,53.467,-3.111,-0.020000001,-0.112,6.596999,-3.7840002,30.779,5.999955,6.6409993,101821.0,0.8166373,-3.655674,0.00011961225,0.0,0.0,2.84e-05,0.0,0.50948316,4.6275196,313.02783
2025-01-02 08:00:00,53.467,-3.111,0.128,-0.134,6.565999,-3.0110002,30.748,6.7999554,6.605999,101908.82,1.1497217,-3.57403,0.00012123001,0.0,0.0,2.84e-05,0.0,0.48299026,4.536417,314.69934
2025-01-02 09:00:00,53.467,-3.111,0.21100001,-0.079,6.5489993,-1.366,30.728,8.399956,6.576999,101981.22,1.4915409,-3.4145794,0.0001252744,0.0,0.0,2.85e-05,0.0,0.45897943,4.4576397,315.7926
2025-01-02 10:00:00,53.467,-3.111,0.20400001,-0.036000002,6.544999,0.68500006,30.741,10.399956,6.570999,102089.055,1.2054005,-3.6867428,0.0001157196,0.0,0.0,2.85e-05,0.0,0.44223994,4.343227,317.77197
2025-01-02 11:00:00,53.467,-3.111,0.158,0.057000004,6.557999,2.401,30.773,11.999955,6.580999,102139.58,1.5106096,-3.2888708,0.00011344472,0.0,0.0,2.86e-05,0.0,0.42716658,4.274957,318.27655
2025-01-02 12:00:00,53.467,-3.111,0.091000006,0.083000004,6.577999,3.2540002,30.802,12.899956,6.5949993,102149.055,2.1102772,-3.1300697,0.00011048727,0.0,0.0,2.87e-05,0.0,0.41729647,4.2006564,318.11987
2025-01-02 13:00:00,53.467,-3.111,0.012,0.082,6.590999,3.15,30.816,12.799955,6.6019993,102144.914,2.7553463,-3.4802942,0.00010740348,4.23e-07,0.0,2.87e-05,0.0,0.41971338,4.0750785,317.93237
2025-01-02 14:00:00,53.467,-3.111,-0.071,0.048,6.586999,2.1880002,30.811,11.799955,6.596999,102141.805,2.8652573,-4.1559105,0.00010313181,4.86e-07,0.0,2.87e-05,1.58e-08,0.44559836,3.8747885,318.71405
2025-01-02 15:00:00,53.467,-3.111,-0.142,0.010000001,6.567999,0.758,30.806,10.399956,6.5819993,102164.39,2.609476,-4.3348207,0.000100300764,0.0,0.0,2.87e-05,0.0,0.4877876,3.744979,320.28174
2025-01-02 16:00:00,53.467,-3.111,-0.179,-0.024,6.540999,-0.767,30.799,8.999955,6.559999,102205.15,2.1638699,-4.0849934,0.00015689552,0.0,0.0,2.88e-05,0.0,0.52252424,3.7638316,320.50696
2025-01-02 17:00:00,53.467,-3.111,-0.179,-0.010000001,6.511999,-2.1460001,30.79,7.5999556,6.536999,102258.79,2.2059803,-4.1002903,0.0001934201,0.0,0.0,2.88e-05,0.0,0.5477833,3.8542771,319.68707
2025-01-02 18:00:00,53.467,-3.111,-0.157,0.007,6.487999,-3.3290002,30.798,6.499955,6.514999,102294.945,2.1000023,-3.8722868,0.00021935375,0.0,0.0,2.89e-05,0.0,0.5689789,3.965366,318.4475
2025-01-02 19:00:00,53.467,-3.111,-0.076000005,-0.051000003,6.4629993,-4.043,30.813,5.7999554,6.4959993,102339.164,2.1290445,-3.794898,0.00023674393,0.0,0.0,2.9e-05,0.0,0.58773434,4.07417,317.0735
2025-01-02 20:00:00,53.467,-3.111,0.078,-0.135,6.427999,-3.782,30.791,5.999955,6.467999,102377.484,2.222372,-3.7694597,0.00024837107,0.0,0.0,2.9e-05,0.0,0.60803616,4.1612654,315.9168
2025-01-02 21:00:00,53.467,-3.111,0.20300001,-0.11100001,6.399999,-2.5440001,30.756,7.1999555,6.425999,102395.87,2.6436253,-3.754609,0.00027301582,0.0,0.0,2.9e-05,0.0,0.63007057,4.230894,314.8559
2025-01-02 22:00:00,53.467,-3.111,0.22200002,-0.078,6.385999,-0.564,30.746,9.199955,6.407999,102418.016,2.9102812,-4.2810326,0.00020838372,0.0,0.0,2.91e-05,0.0,0.66969526,4.226123,314.93195
2025-01-02 23:00:00,53.467,-3.111,0.18100001,0.001,6.387999,1.5040001,30.77,11.199955,6.4109993,102421.97,3.6192808,-4.442725,0.00020075018,4.23e-07,0.0,2.9e-05,0.0,0.72630954,4.2073674,314.87134
2025-01-03 00:00:00,53.467,-3.111,0.123,0.081,6.393999,2.7870002,30.801,12.399956,6.420999,102435.16,4.1314287,-4.793318,0.0,1.82e-06,0.0,2.93e-05,0.0,0.7942436,4.2027225,314.61438
2025-01-03 01:00:00,53.467,-3.111,0.037,0.075,6.3909993,3.095,30.818,12.699956,6.4239993,102424.83,4.3382616,-4.9425077,0.0,5.39e-05,0.0,2.93e-05,0.0,0.85170794,4.239026,313.88232
2025-01-03 02:00:00,53.467,-3.111,-0.040000003,0.057000004,6.373999,2.473,30.818,12.099956,6.412999,102381.75,4.9524107,-3.8605766,0.0,9.41e-07,0.0,2.93e-05,0.0,0.88658684,4.3051567,311.82568
2025-01-03 03:00:00,53.467,-3.111,-0.113000005,0.021000002,6.350999,1.218,30.814,10.899956,6.380999,102350.734,6.034296,-2.6914034,0.0,1.24e-05,0.0,2.93e-05,0.0,0.9561983,4.318289,308.5117
2025-01-03 04:00:00,53.467,-3.111,-0.162,-0.024,6.320999,-0.24100001,30.808,9.499955,6.341999,102333.82,7.035039,-2.8951674,0.0,2.43e-05,0.0,2.93e-05,0.0,1.0630124,4.365546,304.86984
2025-01-03 05:00:00,53.467,-3.111,-0.164,-0.043,6.290999,-1.5660001,30.8,8.199955,6.306999,102282.3,7.4307947,-3.227889,0.0,6.58e-06,0.0,2.94e-05,0.0,1.1967398,4.487097,302.28592
2025-01-03 06:00:00,53.467,-3.111,-0.15100001,-0.019000001,6.2659993,-2.7020001,30.798,7.0999556,6.2789993,102278.875,7.42056,-3.3144436,0.0,0.00024283842,1.01e-07,2.94e-05,0.0,1.3226061,4.671283,300.70987
2025-01-03 07:00:00,53.467,-3.111,-0.098000005,-0.044000003,6.2459993,-3.5370002,30.805,6.2999554,6.256999,102262.34,7.4830837,-3.1903133,0.0,0.000106969266,1.09e-06,2.95e-05,0.0,1.4329269,4.8722005,299.51526
2025-01-03 08:00:00,53.467,-3.111,0.039,-0.14,6.222999,-3.5570002,30.799,6.1999555,6.2329993,102272.734,7.46329,-3.2399607,0.0,0.00016517178,3.33e-06,2.95e-05,0.0,1.5118078,5.0467796,298.47632
2025-01-03 09:00:00,53.467,-3.111,0.171,-0.117000006,6.1939993,-2.4510002,30.77,7.2999554,6.203999,102284.52,7.410185,-3.301424,0.0,0.00025681517,4.89e-06,2.96e-05,0.0,1.561461,5.189385,297.59418
2025-01-03 10:00:00,53.467,-3.111,0.21400002,-0.063,6.185999,-0.59300005,30.762,9.099956,6.194999,102294.89,6.709608,-3.118824,0.0,0.0001451755,2.27e-06,2.96e-05,0.0,1.5405293,5.3119645,297.21143
2025-01-03 11:00:00,53.467,-3.111,0.19000001,0.0,6.2009993,1.4610001,30.785,11.099956,6.207999,102303.734,6.573969,-3.3769732,0.0,9.08e-05,1.48e-06,2.96e-05,0.0,1.5018928,5.3675117,296.91547
2025-01-03 12:00:00,53.467,-3.111,0.143,0.081,6.225999,2.901,30.818,12.499955,6.229999,102281.06,6.6295786,-3.543003,0.0,7.79e-05,3.02e-07,2.97e-05,0.0,1.4493009,5.363142,296.5937
2025-01-03 13:00:00,53.467,-3.111,0.068,0.089,6.248999,3.4440002,30.84,12.999955,6.248999,102216.7,6.601095,-3.3160868,0.0,0.000117824384,2.99e-07,2.97e-05,0.0,1.3874018,5.336361,296.03485
2025-01-03 14:00:00,53.467,-3.111,-0.010000001,0.080000006,6.254999,3.0230002,30.847,12.599956,6.254999,102205.91,6.37272,-3.145977,0.0,8.45e-05,1.64e-07,2.97e-05,0.0,1.3317366,5.284545,295.33856
2025-01-03 15:00:00,53.467,-3.111,-0.089,0.040000003,6.2399993,1.8670001,30.843,11.499955,6.244999,102191.08,6.0092754,-2.5740213,0.0,0.0001330689,3.66e-07,2.98e-05,0.0,1.2845464,5.2187386,294.56287
2025-01-03 16:00:00,53.467,-3.111,-0.15300001,0.001,6.2129993,0.36200002,30.836,10.099956,6.224999,102199.91,5.2566366,-2.186225,0.0,0.00021929447,5.69e-07,2.98e-05,0.0,1.2317867,5.176112,293.80005
2025-01-03 17:00:00,53.467,-3.111,-0.178,-0.023000002,6.1879992,-1.125,30.827,8.599956,6.202999,102175.484,4.5369654,-1.7420654,0.0,6.45e-05,1.64e-07,2.98e-05,0.0,1.162999,5.1704626,293.13123
2025-01-03 18:00:00,53.467,-3.111,-0.171,0.007,6.169999,-2.467,30.823,7.2999554,6.1879992,102189.25,4.09908,-1.0891685,0.0,6.69e-05,1.64e-07,2.99e-05,0.0,1.0895504,5.1672435,292.5008
2025-01-03 19:00:00,53.467,-3.111,-0.13700001,0.008,6.158999,-3.561,30.835001,6.1999555,6.176999,102176.69,4.0496054,-0.31167895,0.0,0.00017273803,4.68e-07,3e-05,0.0,1.0192263,5.1447487,291.8401
2025-01-03 20:00:00,53.467,-3.111,-0.027,-0.067,6.144999,-4.032,30.843,5.7999554,6.169999,102182.6,4.2584543,0.2967633,0.0,0.0001932465,1.58e-06,3e-05,0.0,0.9551858,5.096,291.10895
2025-01-03 21:00:00,53.467,-3.111,0.123,-0.112,6.116999,-3.453,30.802,6.3999553,6.146999,102167.71,4.6041527,0.75048316,0.0,0.00021773344,2.05e-06,3e-05,0.0,0.9010848,5.0114055,290.20056
2025-01-03 22:00:00,53.467,-3.111,0.21900001,-0.082,6.103999,-1.973,30.773,7.7999554,6.1209993,102151.71,4.1865616,0.70038456,0.0,0.00019701094,8.4e-07,3e-05,0.0,0.85276943,4.919866,289.24115
2025-01-03 23:00:00,53.467,-3.111,0.21900001,-0.046000004,6.105999,0.080000006,30.774,9.799955,6.1209993,102115.45,4.2375364,0.7815793,0.0,0.00019956924,8.25e-07,3.01e-05,0.0,0.81094766,4.8213673,288.26898
2025-01-04 00:00:00,53.467,-3.111,0.16900001,0.056,6.118999,1.9580001,30.801,11.599956,6.136999,102087.586,4.228175,0.9159047,0.0,0.00014586381,5.06e-07,3.01e-05,0.0,0.77395076,4.7219257,287.18976
2025-01-04 01:00:00,53.467,-3.111,0.109000005,0.108,6.129999,2.95,30.829,12.599956,6.155999,102043.75,4.2489014,1.097125,0.0,9.81e-05,3.03e-07,3.02e-05,0.0,0.73838043,4.636173,286.1715
2025-01-04 02:00:00,53.467,-3.111,0.027,0.105000004,6.1279993,2.992,30.842001,12.599956,6.161999,101975.8,3.8754594,1.5802937,0.0,7.64e-05,2.02e-07,3.02e-05,0.0,0.7049694,4.555878,285.02148
2025-01-04 03:00:00,53.467,-3.111,-0.051000003,0.089,6.1089993,2.161,30.84,11.799955,6.151999,101918.72,3.6360757,1.9194746,0.0,5.71e-05,2.02e-07,3.03e-05,0.0,0.6748923,4.473923,283.5806
2025-01-04 04:00:00,53.467,-3.111,-0.12100001,0.038000003,6.086999,0.83300006,30.835001,10.499955,6.122999,101867.836,3.5301766,1.9232149,0.0,4.72e-05,2.02e-07,3.03e-05,0.0,0.6507713,4.385755,281.96753
2025-01-04 05:00:00,53.467,-3.111,-0.164,-0.009000001,6.0629992,-0.60400003,30.829,9.099956,6.0889993,101764.125,2.9588783,2.0513687,0.0,7.31e-05,2.02e-07,3.03e-05,0.0,0.6279889,4.319505,280.66953
2025-01-04 06:00:00,53.467,-3.111,-0.164,-0.012,6.043999,-1.8560001,30.821,7.8999553,6.066999,101726.484,2.1784449,2.244317,0.0,3.9e-05,0.0,3.03e-05,0.0,0.60370994,4.2797375,279.84818
2025-01-04 07:00:00,53.467,-3.111,-0.13800001,0.014,6.0299993,-2.926,30.822,6.8999553,6.051999,101670.57,1.3893421,2.6607437,0.0,2.4e-05,1.01e-07,3.05e-05,0.0,0.5799116,4.2441173,279.10803
2025-01-04 08:00:00,53.467,-3.111,-0.065000005,-0.040000003,6.014999,-3.555,30.828,6.2999554,6.041999,101651.72,1.0355726,3.0961657,0.0,7.11e-06,0.0,3.05e-05,0.0,0.5559135,4.2127852,278.4489
2025-01-04 09:00:00,53.467,-3.111,0.08800001,-0.115,5.9969993,-3.147,30.81,6.5999556,6.0289993,101603.07,0.70282316,3.2758074,0.0,8.96e-06,1.01e-07,3.05e-05,0.0,0.53370166,4.1705737,277.37854
2025-01-04 10:00:00,53.467,-3.111,0.194,-0.067,5.993999,-1.7820001,30.789,7.999955,6.011999,101562.805,-0.19309139,3.1803188,0.0,5.83e-06,0.0,3.05e-05,0.0,0.5060302,4.160375,276.7686
2025-01-04 11:00:00,53.467,-3.111,0.20700002,-0.024,6.005999,0.128,30.795,9.799955,6.017999,101525.86,-0.42841315,3.1711178,0.0,3.7e-06,0.0,3.05e-05,0.0,0.4835648,4.1254625,275.87952
2025-01-04 12:00:00,53.467,-3.111,0.172,0.060000002,6.031999,2.003,30.826,11.599956,6.041999,101398.13,-1.1517296,3.2344332,0.0,9.32e-07,0.0,3.06e-05,0.0,0.4677074,4.046886,273.71255
2025-01-04 13:00:00,53.467,-3.111,0.116000004,0.120000005,6.056999,3.1740003,30.86,12.799955,6.069999,101305.92,-1.1703386,2.8861923,0.0,0.0,0.0,3.06e-05,0.0,0.44243222,4.034669,273.0661
2025-01-04 14:00:00,53.467,-3.111,0.038000003,0.13800001,6.066999,3.4340003,30.879,12.999955,6.087999,101179.81,-1.923132,2.6968164,0.0,0.0,0.0,3.06e-05,0.0,0.41879034,4.014414,272.56076
2025-01-04 15:00:00,53.467,-3.111,-0.046000004,0.125,6.0559993,2.7730002,30.881,12.399956,6.0889993,101051.164,-2.5922651,3.1695194,0.0,0.0,0.0,3.07e-05,0.0,0.41131103,3.8920708,267.5305
2025-01-04 16:00:00,53.467,-3.111,-0.11800001,0.072000004,6.040999,1.508,30.874,11.199955,6.070999,100958.34,-3.1690025,3.6919699,0.0,0.0,0.0,3.07e-05,0.0,0.42440373,3.6541688,252.03539
2025-01-04 17:00:00,53.467,-3.111,-0.16900001,0.017,6.013999,0.016,30.866,9.699955,6.036999,100878.734,-2.981145,3.9471884,3.79e-07,1.26e-07,0.0,3.07e-05,0.0,0.43224156,3.4974523,225.47368
2025-01-04 18:00:00,53.467,-3.111,-0.18100001,0.008,5.984999,-1.4050001,30.854,8.299955,6.003999,100791.83,-3.3940582,3.724636,7.05e-05,3.69e-06,0.0,3.07e-05,0.0,0.4311425,3.415438,203.65881
2025-01-04 19:00:00,53.467,-3.111,-0.16800001,0.026,5.967999,-2.68,30.85,7.0999556,5.9839993,100674.76,-4.5700903,3.7121353,9.41e-05,1.33e-05,6.32e-08,3.08e-05,2.23e-07,0.4558557,3.272964,171.29428
2025-01-04 20:00:00,53.467,-3.111,-0.116000004,-0.006,5.953999,-3.6020002,30.86,6.1999555,5.967999,100594.875,-4.6633873,3.673604,5.48e-05,2.12e-05,1.26e-07,3.09e-05,2.18e-07,0.48727104,3.190174,150.04149
2025-01-04 21:00:00,53.467,-3.111,0.009000001,-0.08400001,5.934999,-3.7600002,30.857,6.0999556,5.9509993,100480.52,-5.306451,3.2558632,6.02e-05,0.00011881773,5.29e-07,3.09e-05,1.07e-07,0.50921434,3.1598272,133.49571
2025-01-04 22:00:00,53.467,-3.111,0.13700001,-0.081,5.909999,-2.959,30.827,6.7999554,5.925999,100355.86,-5.8575897,2.7184267,0.0005463348,0.00019136658,6.3e-07,3.09e-05,2.65e-07,0.5424017,3.1413097,123.90674
2025-01-04 23:00:00,53.467,-3.111,0.19900002,-0.05,5.898999,-1.348,30.808,8.399956,5.9109993,100262.055,-6.695944,2.838955,0.00088820513,0.0005023761,4.99e-07,3.09e-05,3.39e-07,0.57504326,3.1541238,117.74078
2025-01-05 00:00:00,53.467,-3.111,0.18300001,-0.009000001,5.9049993,0.634,30.82,10.299955,5.9179993,100092.61,-7.923622,1.9994075,0.0,0.0005803439,1.64e-07,3.1e-05,3.55e-07,0.6346072,3.1698084,110.46091
2025-01-05 01:00:00,53.467,-3.111,0.13100001,0.079,5.919999,2.206,30.85,11.799955,5.933999,99858.4,-8.9357,1.6981661,0.00088568137,0.00043390924,6.64e-08,3.1e-05,5.56e-07,0.7691047,3.2670498,101.86249
2025-01-05 02:00:00,53.467,-3.111,0.057000004,0.102000006,5.929999,2.9190001,30.874,12.499955,5.945999,99653.03,-9.5381365,1.416276,0.0013383224,0.00046820752,0.0,3.1e-05,5.91e-07,0.9507153,3.5029783,97.03519
2025-01-05 03:00:00,53.467,-3.111,-0.018000001,0.094000004,5.921999,2.719,30.882,12.299955,5.939999,99460.82,-9.775316,1.6849248,0.0014999355,0.00067429896,0.0,3.11e-05,6.82e-07,1.0954075,3.7744188,95.030914
2025-01-05 04:00:00,53.467,-3.111,-0.09,0.055000003,5.894999,1.7820001,30.877,11.399956,5.911999,99321.06,-9.125742,1.239684,0.0021386642,0.0016299495,0.0,3.11e-05,9.07e-07,1.0963459,3.9813852,93.375275
2025-01-05 05:00:00,53.467,-3.111,-0.143,0.015000001,5.846999,0.47700003,30.866,10.199955,5.868999,99212.57,-8.805685,0.5443268,0.0026623919,0.0020608054,1.33e-07,3.11e-05,1.45e-06,1.0296214,4.042839,91.38068
2025-01-05 06:00:00,53.467,-3.111,-0.16000001,-0.020000001,5.793999,-0.84400004,30.848,8.899956,5.814999,99085.94,-8.830873,0.35595864,0.003280415,0.0019825974,1.26e-07,3.11e-05,3.62e-06,1.0396996,4.051098,89.68637
2025-01-05 07:00:00,53.467,-3.111,-0.15200001,-0.011000001,5.753999,-1.9800001,30.83,7.7999554,5.770999,98947.55,-8.963278,0.5282919,0.0032681439,0.0017383464,1.66e-06,3.11e-05,3.13e-05,1.0634661,4.077132,88.30919
2025-01-05 08:00:00,53.467,-3.111,-0.117000006,-0.016,5.717999,-2.8820002,30.818,6.8999553,5.731999,98856.625,-8.634151,-0.014379501,0.003158008,0.0015028222,1.6e-06,3.12e-05,4.1e-05,1.0560303,4.1071234,86.63846
2025-01-05 09:00:00,53.467,-3.111,-0.032,-0.08800001,5.683999,-3.2220001,30.809,6.5999556,5.696999,98785.0,-8.0911045,-0.11835402,0.0029490173,0.000646231,2.32e-06,3.13e-05,6.15e-05,1.0259103,4.115855,85.042786
2025-01-05 10:00:00,53.467,-3.111,0.097,-0.098000005,5.661999,-2.5860002,30.793,7.1999555,5.674999,98762.125,-6.7878714,0.22677583,0.0036506893,0.00047981623,3.04e-06,3.13e-05,8.86e-05,0.90847546,4.0993137,83.97423
2025-01-05 11:00:00,53.467,-3.111,0.177,-0.047000002,5.659999,-1.154,30.785,8.599956,5.669999,98686.66,-6.4386244,-0.20330709,0.0029859727,0.0005171576,3.97e-06,3.14e-05,0.00011438533,0.8377352,4.021864,82.98917
2025-01-05 12:00:00,53.467,-3.111,0.18800001,-0.009000001,5.679999,0.707,30.803,10.399956,5.6869993,98613.695,-5.7934246,-0.13018161,0.0024780333,0.0007140478,5.63e-06,3.14e-05,0.00015714567,0.7627242,3.953124,82.35489
2025-01-05 13:00:00,53.467,-3.111,0.15100001,0.072000004,5.708999,2.377,30.836,11.999955,5.717999,98503.84,-5.1162024,-1.1518927,0.002262839,0.00071984343,5.65e-06,3.14e-05,0.00016116576,0.67980456,3.9084883,81.16957
2025-01-05 14:00:00,53.467,-3.111,0.086,0.109000005,5.736999,3.3040001,30.868,12.899956,5.7469993,98373.48,-5.5949173,-1.3534193,0.0019693032,0.0006610423,5.45e-06,3.14e-05,0.0001564045,0.63412416,3.816492,78.99608
2025-01-05 15:00:00,53.467,-3.111,0.009000001,0.11800001,5.748999,3.3470001,30.881,12.899956,5.764999,98288.76,-5.450304,-1.0004454,0.0019645572,0.001022643,8.93e-06,3.14e-05,0.00022610294,0.61296666,3.7373905,77.07019
2025-01-05 16:00:00,53.467,-3.111,-0.071,0.08800001,5.7339993,2.5670002,30.87,12.199956,5.7659993,98219.29,-5.260927,-1.3774805,0.0019543455,0.0013077252,1.03e-05,3.15e-05,0.00026951102,0.6099787,3.678194,74.73474
